raceid|genderid|helmtextureid|textureindex|faceindex|colortintid|modeltemplatescale|creaturemodeldata_dbcid|creaturedisplay_dbcid|creaturesounddata_dbcid
75|2|0|0|0|0|1|4095|34595|3895
156|2|0|2|0|0|1|4096|34596|3896
118|0|0|0|0|0|1|4097|34597|3897
118|1|0|0|0|0|1|4098|34598|3898
118|0|0|1|0|0|1|4099|34599|3899
128|0|0|3|0|0|1|4100|34600|3900
3|0|0|1|7|0|1|4101|34601|3901
60|2|0|4|0|0|1|4102|34602|3902
10|1|0|1|4|0|1|4103|34603|3903
6|1|0|1|5|0|1|4104|34604|3904
6|1|0|1|3|0|1|4105|34605|3905
9|1|0|1|4|0|1|4106|34606|3906
9|0|0|3|1|0|1|4107|34607|3907
10|0|0|1|2|0|1|4108|34608|3908
8|1|0|1|6|0|1|4109|34609|3909
10|0|0|1|4|0|1|4110|34610|3910
10|0|0|3|6|0|1|4111|34611|3911
71|1|1|3|0|0|1|4112|34612|3912
8|1|0|1|2|0|1|4113|34613|3913
8|1|0|1|3|0|1|4114|34614|3914
8|1|0|1|4|0|1|4115|34615|3915
8|1|0|1|5|0|1|4116|34616|3916
6|0|0|0|3|0|1|4117|34617|3917
9|1|0|1|1|0|1|4118|34618|3918
9|0|0|3|6|0|1|4119|34619|3919
9|1|0|1|2|0|1|4120|34620|3920
10|1|0|1|1|0|1|4121|34621|3921
9|0|0|1|4|0|1|4122|34622|3922
9|0|0|3|3|0|1|4123|34623|3923
127|0|0|1|6|0|1|4124|34624|3924
10|0|0|3|3|0|1|4125|34625|3925
9|0|0|3|7|0|1|4126|34626|3926
6|0|0|16|4|41016|1|4127|34627|3927
77|0|1|1|0|0|1|4128|34628|3928
6|1|0|16|5|41035|1|4129|34629|3929
6|1|0|15|2|0|1|4130|34630|3930
6|0|0|0|5|0|1|4131|34631|3931
6|0|0|11|3|0|1|4132|34632|3932
6|0|0|1|6|0|1|4133|34633|3933
6|0|0|2|2|0|1|4134|34634|3934
6|0|0|11|7|0|1|4135|34635|3935
6|1|0|15|7|0|1|4136|34636|3936
6|0|0|10|4|0|1|4137|34637|3937
6|1|0|11|5|0|1|4138|34638|3938
6|0|0|15|3|0|1|4139|34639|3939
6|1|0|10|4|0|1|4140|34640|3940
6|1|0|10|1|0|1|4141|34641|3941
6|0|0|0|1|0|1|4142|34642|3942
6|0|0|1|2|0|1|4143|34643|3943
6|1|0|3|4|0|1|4144|34644|3944
6|0|0|3|6|0|1|4145|34645|3945
6|0|0|0|4|0|1|4146|34646|3946
9|0|0|0|3|0|1|4147|34647|3947
6|0|0|2|3|0|1|4148|34648|3948
6|1|0|1|1|0|1|4149|34649|3949
6|0|0|16|4|42005|1|4150|34650|3950
6|1|0|2|6|0|1|4151|34651|3951
6|1|0|2|7|0|1|4152|34652|3952
6|1|0|2|1|0|1|4153|34653|3953
10|1|0|0|2|0|1|4154|34654|3954
6|0|0|11|0|0|1|4155|34655|3955
6|0|0|2|7|0|1|4156|34656|3956
6|1|0|0|5|0|1|4157|34657|3957
6|1|0|0|7|0|1|4158|34658|3958
6|0|0|11|6|0|1|4159|34659|3959
6|0|0|11|4|0|1|4160|34660|3960
6|0|0|2|4|0|1|4161|34661|3961
6|0|0|3|4|0|1|4162|34662|3962
77|0|0|1|0|0|1|4163|34663|3963
6|0|0|3|2|0|1|4164|34664|3964
6|1|0|2|5|0|1|4165|34665|3965
6|0|0|16|2|42025|1|4166|34666|3966
6|1|0|3|0|0|1|4167|34667|3967
10|0|0|2|1|0|1|4168|34668|3968
10|0|0|2|4|0|1|4169|34669|3969
6|0|0|16|0|44007|1|4170|34670|3970
27|2|0|1|0|0|1|4171|34671|3971
10|0|0|2|6|0|1|4172|34672|3972
6|1|0|0|0|0|1|4173|34673|3973
68|2|0|0|0|0|1|4174|34674|3974
7|1|0|2|3|0|1|4175|34675|3975
10|0|0|0|0|0|1|4176|34676|3976
1|0|0|16|2|0|1|4177|34677|3977
36|2|0|1|0|0|1|4178|34678|3978
27|2|0|0|0|0|1|4179|34679|3979
9|0|0|0|0|0|1|4180|34680|3980
2|0|0|1|7|0|1|4181|34681|3981
8|0|0|1|7|0|1|4182|34682|3982
2|1|0|1|7|0|1|4183|34683|3983
8|1|0|1|7|0|1|4184|34684|3984
55|0|0|1|0|0|1|4185|34685|3985
71|1|0|0|4|0|1|4186|34686|3986
71|0|0|0|4|0|1|4187|34687|3987
1|0|0|16|6|45169|1|4188|34688|3988
1|1|0|16|6|45170|1|4189|34689|3989
1|0|0|16|2|45171|1|4190|34690|3990
1|1|0|16|7|45179|1|4191|34691|3991
8|0|0|1|5|0|1|4192|34692|3992
92|0|0|0|0|0|1|4193|34693|3993
102|2|0|0|0|0|1|4194|34694|3994
8|0|0|2|5|0|1|4195|34695|3995
28|2|0|0|0|0|1|4196|34696|3996
5|0|0|1|0|0|1|4197|34697|3997
5|0|0|3|0|0|1|4198|34698|3998
9|0|0|2|3|0|1|4199|34699|3999
3|1|0|1|5|0|1|4200|34700|4000
9|0|0|1|1|0|1|4201|34701|4001
51|2|0|0|0|0|1|4202|34702|4002
93|0|0|0|0|0|1|4203|34703|4003
3|1|0|1|7|0|1|4204|34704|4004
12|0|0|1|3|0|1|4205|34705|4005
1|1|0|16|2|47271|1|4206|34706|4006
3|0|0|16|5|47252|1|4207|34707|4007
10|1|0|1|2|0|1|4208|34708|4008
10|0|0|1|1|0|1|4209|34709|4009
10|0|0|1|0|0|1|4210|34710|4010
93|0|1|1|0|0|1|4211|34711|4011
93|1|0|0|0|0|1|4212|34712|4012
7|1|0|2|4|0|1|4213|34713|4013
12|1|0|11|0|0|1|4214|34714|4014
41|2|0|0|0|0|1|4215|34715|4015
10|0|0|0|1|0|1|4216|34716|4016
51|2|0|1|0|0|1|4217|34717|4017
95|2|0|3|0|0|1|4218|34718|4018
17|2|0|3|2|0|1|4219|34719|4019
17|2|0|1|2|0|1|4220|34720|4020
17|2|0|2|0|0|1|4221|34721|4021
12|0|0|14|0|0|1|4222|34722|4022
145|2|0|2|0|0|1|4223|34723|4023
10|0|0|3|0|0|1|4224|34724|4024
10|0|0|3|2|0|1|4225|34725|4025
10|0|0|3|7|0|1|4226|34726|4026
10|0|0|1|6|0|1|4227|34727|4027
10|0|0|0|4|0|1|4228|34728|4028
93|0|0|0|6|0|1|4229|34729|4029
3|0|0|3|1|0|1|4230|34730|4030
4|1|0|1|4|0|1|4231|34731|4031
89|2|2|1|0|0|1|4232|34732|4032
9|1|0|2|6|0|1|4233|34733|4033
4|1|0|1|0|0|1|4234|34734|4034
4|0|0|2|2|0|1|4235|34735|4035
86|2|0|0|0|0|1|4236|34736|4036
7|1|0|3|3|0|1|4237|34737|4037
8|1|0|3|3|0|1|4238|34738|4038
5|1|0|3|7|0|1|4239|34739|4039
7|0|0|3|6|0|1|4240|34740|4040
12|0|0|1|7|0|1|4241|34741|4041
71|0|0|5|1|0|1|4242|34742|4042
71|1|0|3|5|0|1|4243|34743|4043
71|1|0|2|6|0|1|4244|34744|4044
71|1|0|0|7|0|1|4245|34745|4045
7|1|0|1|5|0|1|4246|34746|4046
8|0|0|1|0|0|1|4247|34747|4047
6|0|0|16|4|50223|1|4248|34748|4048
120|2|0|1|0|0|1|4249|34749|4049
1|0|255|255|5|0|1|4250|34750|4050
11|1|0|0|7|0|1|4251|34751|4051
1|0|0|16|5|51080|1|4252|34752|4052
13|2|1|1|1|0|1|4253|34753|4053
12|0|0|16|0|51032|1|4254|34754|4054
1|0|0|16|3|51034|1|4255|34755|4055
1|0|0|16|2|51035|1|4256|34756|4056
2|0|0|0|4|0|1|4257|34757|4057
2|1|0|2|7|0|1|4258|34758|4058
2|0|0|2|3|0|1|4259|34759|4059
10|0|0|2|3|0|1|4260|34760|4060
10|1|0|2|1|0|1|4261|34761|4061
60|2|0|0|2|0|1|4262|34762|4062
2|1|0|0|1|0|1|4263|34763|4063
2|0|0|1|1|0|1|4264|34764|4064
2|1|0|1|1|0|1|4265|34765|4065
1|1|0|16|3|1020|1|4266|34766|4066
161|2|0|0|0|0|1|4267|34767|4067
5|1|0|2|1|0|1|4268|34768|4068
92|1|0|0|0|0|1|4269|34769|4069
9|0|0|1|7|0|1|4270|34770|4070
9|0|0|2|5|0|1|4271|34771|4071
9|1|0|1|6|0|1|4272|34772|4072
9|0|0|2|6|0|1|4273|34773|4073
9|0|0|3|4|0|1|4274|34774|4074
9|0|0|2|7|0|1|4275|34775|4075
9|1|0|1|5|0|1|4276|34776|4076
9|0|0|3|5|0|1|4277|34777|4077
92|0|0|1|0|0|1|4278|34778|4078
9|0|0|1|2|0|1|4279|34779|4079
9|0|0|0|4|0|1|4280|34780|4080
9|0|0|1|6|0|1|4281|34781|4081
4|0|2|2|1|0|1|4282|34782|4082
112|1|0|0|0|0|1|4283|34783|4083
4|0|0|1|5|0|1|4284|34784|4084
4|1|0|1|1|0|1|4285|34785|4085
25|1|0|0|0|0|1|4286|34786|4086
113|2|0|0|0|0|1|4287|34787|4087
4|1|0|1|5|0|1|4288|34788|4088
112|0|0|1|0|0|1|4289|34789|4089
4|0|0|1|3|0|1|4290|34790|4090
4|0|0|1|4|0|1|4291|34791|4091
4|0|0|3|5|0|1|4292|34792|4092
106|0|0|0|0|0|1|4293|34793|4093
112|0|0|0|0|0|1|4294|34794|4094
4|1|0|2|0|0|1|4295|34795|4095
4|0|0|2|5|0|1|4296|34796|4096
4|0|0|3|7|0|1|4297|34797|4097
4|0|0|2|4|0|1|4298|34798|4098
4|1|0|3|5|0|1|4299|34799|4099
4|0|0|1|0|0|1|4300|34800|4100
4|1|0|3|0|0|1|4301|34801|4101
4|0|0|3|0|0|1|4302|34802|4102
5|1|0|16|0|0|1|4303|34803|4103
4|0|0|1|6|0|1|4304|34804|4104
15|1|0|0|0|0|1|4305|34805|4105
5|0|0|1|2|0|1|4306|34806|4106
12|0|0|16|1|55022|1|4307|34807|4107
12|0|0|3|5|0|1|4308|34808|4108
12|1|0|3|1|0|1|4309|34809|4109
12|0|0|1|2|0|1|4310|34810|4110
12|1|0|3|3|0|1|4311|34811|4111
12|0|0|0|5|0|1|4312|34812|4112
12|0|0|16|4|55115|1|4313|34813|4113
63|2|0|0|0|0|1|4314|34814|4114
12|0|0|3|3|0|1|4315|34815|4115
12|1|0|16|4|55190|1|4316|34816|4116
12|0|0|16|4|55192|1|4317|34817|4117
12|0|0|16|1|55194|1|4318|34818|4118
12|1|0|1|2|0|1|4319|34819|4119
12|0|0|16|2|55196|1|4320|34820|4120
12|0|0|16|4|55197|1|4321|34821|4121
12|0|0|16|1|55200|1|4322|34822|4122
12|0|0|16|4|55201|1|4323|34823|4123
12|1|0|16|3|55202|1|4324|34824|4124
12|1|0|16|3|55203|1|4325|34825|4125
12|0|0|16|2|55204|1|4326|34826|4126
12|0|0|16|3|55205|1|4327|34827|4127
12|1|0|2|2|0|1|4328|34828|4128
12|0|0|2|6|0|1|4329|34829|4129
12|1|0|1|1|0|1|4330|34830|4130
12|0|0|3|4|0|1|4331|34831|4131
12|0|0|0|2|0|1|4332|34832|4132
12|0|2|3|7|0|1|4333|34833|4133
12|0|0|15|2|0|1|4334|34834|4134
111|2|0|0|0|0|1|4335|34835|4135
4|0|0|0|0|0|1|4336|34836|4136
12|0|0|12|0|0|1|4337|34837|4137
12|0|0|11|0|0|1|4338|34838|4138
12|1|0|2|0|0|1|4339|34839|4139
12|1|0|13|0|0|1|4340|34840|4140
12|0|0|3|2|0|1|4341|34841|4141
12|0|0|3|7|0|1|4342|34842|4142
12|0|0|1|5|0|1|4343|34843|4143
12|1|0|0|1|0|1|4344|34844|4144
12|1|0|1|6|0|1|4345|34845|4145
5|0|0|7|3|0|1|4346|34846|4146
9|1|0|0|0|0|1|4347|34847|4147
6|0|2|2|0|0|1|4348|34848|4148
124|2|0|0|1|0|1|4349|34849|4149
12|1|0|2|6|0|1|4350|34850|4150
124|2|0|0|0|0|1|4351|34851|4151
6|1|0|2|4|0|1|4352|34852|4152
6|1|0|3|5|0|1|4353|34853|4153
4|0|0|2|6|0|1|4354|34854|4154
4|0|0|2|1|0|1|4355|34855|4155
124|2|1|1|1|0|1|4356|34856|4156
12|0|0|1|1|0|1|4357|34857|4157
6|0|0|15|6|0|1|4358|34858|4158
5|0|0|0|3|0|1|4359|34859|4159
8|1|0|0|0|0|1|4360|34860|4160
5|0|0|0|0|0|1|4361|34861|4161
6|1|0|10|7|0|1|4362|34862|4162
6|0|0|10|7|0|1|4363|34863|4163
6|1|0|15|3|0|1|4364|34864|4164
6|1|0|12|6|0|1|4365|34865|4165
6|1|0|3|1|0|1|4366|34866|4166
98|1|0|0|0|0|1|4367|34867|4167
6|0|0|3|0|0|1|4368|34868|4168
6|1|0|12|7|0|1|4369|34869|4169
29|2|0|0|0|0|1|4370|34870|4170
6|0|0|13|6|204070|1|4371|34871|4171
6|1|0|11|3|0|1|4372|34872|4172
6|1|0|13|7|0|1|4373|34873|4173
6|0|0|255|0|59156|1|4374|34874|4174
6|1|0|2|2|0|1|4375|34875|4175
6|1|0|15|4|0|1|4376|34876|4176
6|1|0|15|5|0|1|4377|34877|4177
98|0|0|0|0|0|1|4378|34878|4178
6|1|0|13|6|0|1|4379|34879|4179
6|1|0|12|1|0|1|4380|34880|4180
6|1|0|12|0|0|1|4381|34881|4181
6|1|0|13|0|0|1|4382|34882|4182
9|0|3|3|4|0|1|4383|34883|4183
94|0|0|0|0|0|1|4384|34884|4184
8|0|0|0|6|0|1|4385|34885|4185
8|0|0|1|6|0|1|4386|34886|4186
8|0|0|2|2|0|1|4387|34887|4187
8|0|0|3|7|0|1|4388|34888|4188
8|0|0|3|4|0|1|4389|34889|4189
94|0|1|1|0|0|1|4390|34890|4190
94|1|0|0|0|0|1|4391|34891|4191
5|1|0|1|0|0|1|4392|34892|4192
5|1|0|0|5|0|1|4393|34893|4193
5|1|0|3|0|0|1|4394|34894|4194
5|0|0|3|2|0|1|4395|34895|4195
5|0|0|3|4|0|1|4396|34896|4196
5|0|0|3|5|0|1|4397|34897|4197
8|1|0|0|2|0|1|4398|34898|4198
5|1|0|0|2|0|1|4399|34899|4199
5|0|0|0|4|0|1|4400|34900|4200
5|1|0|2|4|0|1|4401|34901|4201
5|0|0|2|4|0|1|4402|34902|4202
5|1|0|2|0|0|1|4403|34903|4203
5|0|0|16|5|62019|1|4404|34904|4204
5|0|0|16|4|62020|1|4405|34905|4205
5|0|0|1|3|0|1|4406|34906|4206
5|1|0|16|3|62022|1|4407|34907|4207
5|0|0|16|4|0|1|4408|34908|4208
117|0|0|3|0|0|1|4409|34909|4209
80|2|0|0|0|0|1|4410|34910|4210
48|2|1|1|0|0|1|4411|34911|4211
100|2|0|0|0|0|1|4412|34912|4212
105|2|0|0|0|0|1|4413|34913|4213
103|2|0|0|0|0|1|4414|34914|4214
116|2|0|0|0|0|1|4415|34915|4215
110|2|0|0|0|0|1|4416|34916|4216
24|2|0|1|0|0|1|4417|34917|4217
28|2|1|0|0|0|1|4418|34918|4218
28|2|0|1|0|0|1|4419|34919|4219
26|2|0|1|0|0|1|4420|34920|4220
75|2|0|2|0|0|1|4421|34921|4221
8|0|0|0|5|0|1|4422|34922|4222
8|0|0|3|1|0|1|4423|34923|4223
8|1|0|0|4|0|1|4424|34924|4224
8|0|0|1|2|0|1|4425|34925|4225
94|1|0|0|5|0|1|4426|34926|4226
8|1|0|3|2|0|1|4427|34927|4227
8|0|0|0|4|0|1|4428|34928|4228
8|0|0|0|3|0|1|4429|34929|4229
8|0|0|0|1|0|1|4430|34930|4230
8|1|0|0|3|0|1|4431|34931|4231
8|1|0|1|0|0|1|4432|34932|4232
8|0|0|1|8|0|1|4433|34933|4233
4|0|0|0|7|0|1|4434|34934|4234
7|1|0|2|5|0|1|4435|34935|4235
7|1|0|0|3|0|1|4436|34936|4236
5|1|0|16|0|68060|1|4437|34937|4237
12|0|0|16|0|68159|1|4438|34938|4238
94|0|0|0|1|0|1|4439|34939|4239
10|0|0|0|3|0|1|4440|34940|4240
1|1|0|12|0|0|1|4441|34941|4241
10|1|0|0|3|0|1|4442|34942|4242
13|2|2|2|1|0|1|4443|34943|4243
8|0|0|0|7|0|1|4444|34944|4244
4|1|0|2|5|0|1|4445|34945|4245
8|1|0|0|7|0|1|4446|34946|4246
4|1|0|2|7|0|1|4447|34947|4247
5|0|0|13|2|0|1|4448|34948|4248
4|1|0|2|3|0|1|4449|34949|4249
12|0|0|14|7|0|1|4450|34950|4250
8|0|0|0|2|0|1|4451|34951|4251
71|0|0|3|1|0|1|4452|34952|4252
71|1|0|4|4|0|1|4453|34953|4253
71|1|0|2|2|0|1|4454|34954|4254
4|1|0|2|4|0|1|4455|34955|4255
5|0|0|2|5|0|1|4456|34956|4256
3|1|0|12|0|70028|1|4457|34957|4257
69|2|0|4|0|0|1|4458|34958|4258
89|2|0|3|0|0|1|4459|34959|4259
13|2|0|2|0|0|1|4460|34960|4260
13|2|1|2|0|0|1|4461|34961|4261
125|2|0|0|0|0|1|4462|34962|4262
121|2|0|0|0|0|1|4463|34963|4263
25|1|0|0|4|0|1|4464|34964|4264
101|2|0|0|0|0|1|4465|34965|4265
126|2|0|0|0|0|1|4466|34966|4266
69|2|0|3|0|0|1|4467|34967|4267
1|0|0|16|3|71133|1|4468|34968|4268
154|2|0|0|0|0|1|4469|34969|4269
2|0|0|3|0|0|1|4470|34970|4270
6|0|0|10|0|0|1|4471|34971|4271
6|1|0|10|0|0|1|4472|34972|4272
1|0|0|10|0|0|1|4473|34973|4273
5|1|0|10|0|0|1|4474|34974|4274
3|0|0|10|0|0|1|4475|34975|4275
9|1|0|18|4|0|1|4476|34976|4276
5|0|0|10|0|0|1|4477|34977|4277
3|1|0|10|0|0|1|4478|34978|4278
95|2|0|0|0|0|1|4479|34979|4279
122|2|1|1|0|0|1|4480|34980|4280
99|2|0|0|0|0|1|4481|34981|4281
128|1|0|0|0|0|1|4482|34982|4282
2|1|0|2|3|0|1|4483|34983|4283
68|2|0|1|0|0|1|4484|34984|4284
49|2|1|1|0|0|1|4485|34985|4285
23|1|0|0|0|0|1|4486|34986|4286
23|0|0|0|0|0|1|4487|34987|4287
3|0|0|3|6|0|1|4488|34988|4288
3|1|0|11|4|0|1|4489|34989|4289
3|0|0|2|7|0|1|4490|34990|4290
3|1|0|2|1|0|1|4491|34991|4291
3|1|0|1|3|0|1|4492|34992|4292
3|1|0|2|4|0|1|4493|34993|4293
3|1|0|2|2|0|1|4494|34994|4294
3|0|0|2|3|0|1|4495|34995|4295
3|1|0|3|2|0|1|4496|34996|4296
3|0|0|3|2|0|1|4497|34997|4297
3|0|0|1|1|0|1|4498|34998|4298
3|0|0|16|3|75130|1|4499|34999|4299
3|0|0|16|1|75131|1|4500|35000|4300
3|1|0|16|2|75132|1|4501|35001|4301
3|1|0|1|2|0|1|4502|35002|4302
3|1|0|3|4|0|1|4503|35003|4303
3|0|0|2|2|0|1|4504|35004|4304
3|0|0|11|3|0|1|4505|35005|4305
6|0|0|22|1|0|1|4506|35006|4306
122|2|0|1|0|0|1|4507|35007|4307
123|2|0|0|0|0|1|4508|35008|4308
65|0|0|0|0|0|1|4509|35009|4309
6|0|0|19|4|0|1|4510|35010|4310
6|1|0|22|0|0|1|4511|35011|4311
3|1|0|20|0|0|1|4512|35012|4312
3|0|0|19|0|0|1|4513|35013|4313
1|0|0|22|0|0|1|4514|35014|4314
1|1|0|22|0|0|1|4515|35015|4315
128|0|0|22|0|0|1|4516|35016|4316
9|0|0|22|0|0|1|4517|35017|4317
10|1|0|22|0|0|1|4518|35018|4318
10|0|0|22|0|0|1|4519|35019|4319
128|1|0|16|0|76029|1|4520|35020|4320
6|0|0|22|2|0|1|4521|35021|4321
98|1|0|1|0|0|1|4522|35022|4322
9|1|0|22|0|0|1|4523|35023|4323
12|0|0|22|0|0|1|4524|35024|4324
6|1|0|22|5|0|1|4525|35025|4325
6|0|0|16|3|76215|1|4526|35026|4326
33|2|0|1|0|0|1|4527|35027|4327
98|0|0|1|0|0|1|4528|35028|4328
29|2|0|1|0|0|1|4529|35029|4329
6|1|0|16|3|76346|1|4530|35030|4330
6|1|0|20|2|0|1|4531|35031|4331
129|2|0|0|0|0|1|4532|35032|4332
139|2|0|0|0|0|1|4533|35033|4333
42|1|0|0|0|0|1|4534|35034|4334
144|2|1|1|1|0|1|4535|35035|4335
144|2|1|1|0|0|1|4536|35036|4336
139|2|0|1|0|0|1|4537|35037|4337
144|2|0|0|0|0|1|4538|35038|4338
139|0|0|1|0|0|1|4539|35039|4339
128|0|0|2|0|0|1|4540|35040|4340
139|1|0|0|0|0|1|4541|35041|4341
139|0|0|0|0|0|1|4542|35042|4342
7|0|0|1|1|0|1|4543|35043|4343
161|2|1|1|1|0|1|4544|35044|4344
118|1|0|0|2|0|1|4545|35045|4345
140|2|0|0|0|0|1|4546|35046|4346
137|2|1|1|0|0|1|4547|35047|4347
137|2|0|1|0|0|1|4548|35048|4348
137|2|2|0|0|0|1|4549|35049|4349
138|2|0|1|0|0|1|4550|35050|4350
137|2|0|0|0|0|1|4551|35051|4351
1|0|0|16|1|80000|1|4552|35052|4352
8|0|0|3|5|0|1|4553|35053|4353
1|0|0|16|1|80001|1|4554|35054|4354
7|0|0|2|6|0|1|4555|35055|4355
4|1|0|2|6|0|1|4556|35056|4356
3|0|0|16|5|80008|1|4557|35057|4357
1|1|0|16|3|80009|1|4558|35058|4358
12|1|0|16|6|80012|1|4559|35059|4359
3|0|0|16|5|80013|1|4560|35060|4360
6|1|0|16|4|80014|1|4561|35061|4361
1|0|0|16|1|80022|1|4562|35062|4362
3|1|0|16|6|80023|1|4563|35063|4363
6|0|0|16|2|80024|1|4564|35064|4364
3|0|0|16|3|80025|1|4565|35065|4365
1|1|0|16|1|80000|1|4566|35066|4366
12|0|0|16|1|80015|1|4567|35067|4367
5|0|0|16|0|80039|1|4568|35068|4368
5|1|0|16|7|80040|1|4569|35069|4369
12|0|0|16|1|80047|1|4570|35070|4370
1|0|0|16|1|80015|1|4571|35071|4371
1|1|0|16|1|80015|1|4572|35072|4372
3|1|0|16|1|80015|1|4573|35073|4373
5|1|0|16|1|80015|1|4574|35074|4374
6|0|0|16|1|80015|1|4575|35075|4375
12|1|0|16|1|80015|1|4576|35076|4376
137|2|2|2|0|0|1|4577|35077|4377
128|0|0|0|4|0|1|4578|35078|4378
137|2|2|1|0|0|1|4579|35079|4379
139|2|0|0|2|0|1|4580|35080|4380
128|1|0|14|0|82003|1|4581|35081|4381
128|0|0|14|0|82005|1|4582|35082|4382
128|0|0|14|0|82006|1|4583|35083|4383
128|1|1|16|5|82027|1|4584|35084|4384
128|0|1|16|2|82028|1|4585|35085|4385
139|0|0|0|5|0|1|4586|35086|4386
139|0|0|0|4|0|1|4587|35087|4387
139|0|0|0|1|0|1|4588|35088|4388
139|0|0|0|2|0|1|4589|35089|4389
139|0|0|0|3|0|1|4590|35090|4390
128|0|0|14|6|82041|1|4591|35091|4391
128|0|0|14|7|82042|1|4592|35092|4392
128|0|0|14|3|82043|1|4593|35093|4393
128|0|0|14|2|82044|1|4594|35094|4394
128|0|0|14|5|82045|1|4595|35095|4395
128|0|0|4|7|0|1|4596|35096|4396
104|2|0|0|0|0|1|4597|35097|4397
134|2|0|0|0|0|1|4598|35098|4398
162|2|0|0|0|0|1|4599|35099|4399
159|2|0|0|0|0|1|4600|35100|4400
159|2|0|1|0|0|1|4601|35101|4401
128|0|0|3|2|0|1|4602|35102|4402
4|0|0|3|2|0|1|4603|35103|4403
2|0|0|2|5|0|1|4604|35104|4404
133|2|0|0|0|0|1|4605|35105|4405
5|0|0|3|1|0|1|4606|35106|4406
57|0|0|0|0|0|1|4607|35107|4407
4|0|0|3|6|0|1|4608|35108|4408
57|1|0|0|0|0|1|4609|35109|4409
128|1|0|11|0|0|1|4610|35110|4410
11|1|0|1|1|0|1|4611|35111|4411
9|0|1|2|1|0|1|4612|35112|4412
128|0|0|2|3|0|1|4613|35113|4413
5|1|0|16|0|84081|1|4614|35114|4414
4|0|0|3|3|0|1|4615|35115|4415
4|0|0|3|1|0|1|4616|35116|4416
5|0|0|16|4|84304|1|4617|35117|4417
3|1|0|3|0|0|1|4618|35118|4418
8|1|0|2|6|0|1|4619|35119|4419
3|0|0|13|0|0|1|4620|35120|4420
12|0|0|13|0|0|1|4621|35121|4421
5|1|0|11|0|0|1|4622|35122|4422
5|1|0|16|0|84334|1|4623|35123|4423
12|1|0|16|0|84335|1|4624|35124|4424
1|0|0|12|0|84336|1|4625|35125|4425
1|0|0|16|2|84342|1|4626|35126|4426
5|1|0|16|2|84343|1|4627|35127|4427
1|0|0|16|2|84314|1|4628|35128|4428
5|0|0|2|2|0|1|4629|35129|4429
5|0|0|2|0|0|1|4630|35130|4430
7|1|0|0|6|0|1|4631|35131|4431
1|1|0|16|3|84360|1|4632|35132|4432
106|0|1|0|0|0|1|4633|35133|4433
8|0|0|3|6|0|1|4634|35134|4434
5|1|0|1|7|0|1|4635|35135|4435
5|0|0|1|6|0|1|4636|35136|4436
131|2|0|0|0|0|1|4637|35137|4437
119|2|0|0|0|0|1|4638|35138|4438
131|2|0|1|0|0|1|4639|35139|4439
59|2|0|0|0|0|1|4640|35140|4440
148|2|0|0|0|0|1|4641|35141|4441
131|2|1|1|0|0|1|4642|35142|4442
3|0|0|1|6|0|1|4643|35143|4443
137|2|1|0|0|0|1|4644|35144|4444
155|2|0|0|0|0|1|4645|35145|4445
1|0|0|4|0|0|1|4646|35146|4446
6|0|0|19|0|0|1|4647|35147|4447
96|2|0|0|0|0|1|4648|35148|4448
140|2|0|1|0|0|1|4649|35149|4449
138|2|0|0|0|0|1|4650|35150|4450
128|0|0|4|0|0|1|4651|35151|4451
128|0|0|16|0|0|1|4652|35152|4452
128|1|0|16|4|87000|1|4653|35153|4453
158|2|0|0|0|0|1|4654|35154|4454
41|2|0|1|0|0|1|4655|35155|4455
109|2|0|1|0|0|1|4656|35156|4456
147|0|0|0|0|0|1|4657|35157|4457
146|2|0|0|0|0|1|4658|35158|4458
136|2|0|0|0|0|1|4659|35159|4459
161|2|1|0|1|0|1|4660|35160|4460
160|2|0|0|0|0|1|4661|35161|4461
160|2|0|2|0|0|1|4662|35162|4462
19|2|0|0|0|0|1|4663|35163|4463
161|2|0|2|0|0|1|4664|35164|4464
147|0|0|1|0|0|1|4665|35165|4465
145|2|0|1|0|0|1|4666|35166|4466
17|2|0|3|3|0|1|4667|35167|4467
147|0|0|3|0|0|1|4668|35168|4468
157|2|0|0|0|0|1|4669|35169|4469
1|0|0|12|0|0|1|4670|35170|4470
12|0|0|16|0|0|1|4671|35171|4471
1|1|0|16|4|91247|1|4672|35172|4472
144|2|2|2|2|0|1|4673|35173|4473
5|0|0|15|7|0|1|4674|35174|4474
144|2|2|2|0|0|1|4675|35175|4475
149|2|0|0|0|0|1|4676|35176|4476
135|2|0|0|0|0|1|4677|35177|4477
167|2|0|0|0|0|1|4678|35178|4478
6|1|0|16|1|93343|1|4679|35179|4479
6|0|0|11|1|0|1|4680|35180|4480
6|0|0|11|2|0|1|4681|35181|4481
3|0|0|11|2|0|1|4682|35182|4482
6|0|0|16|1|93354|1|4683|35183|4483
6|1|0|16|1|93355|1|4684|35184|4484
49|2|4|4|0|0|1|4685|35185|4485
41|2|1|1|0|0|1|4686|35186|4486
163|2|0|0|0|0|1|4687|35187|4487
147|0|1|0|0|0|1|4688|35188|4488
96|2|1|0|0|0|1|4689|35189|4489
162|2|1|0|0|0|1|4690|35190|4490
119|2|1|0|0|0|1|4691|35191|4491
128|0|0|4|6|0|1|4692|35192|4492
10|0|0|1|3|0|1|4693|35193|4493
13|2|2|2|0|0|1|4694|35194|4494
5|0|0|16|6|96009|1|4695|35195|4495
